,location,BHK,total_sqft,bath,balcony,price
511,Ardendale,3,1650.0,3.0,3.0,82.0
512,Ardendale,2,1224.0,2.0,2.0,67.0
513,Ardendale,3,1723.0,3.0,2.0,95.0
514,Arekere,3,2060.0,3.0,2.0,140.0
515,Arekere,9,4125.0,9.0,2.0,265.0
516,Arekere,3,1740.0,2.0,2.0,95.0
517,Arekere,2,1190.0,2.0,2.0,55.0
518,Arekere,1,600.0,1.0,1.0,28.0
519,Arekere,3,2072.0,3.0,2.0,108.0
520,Arekere,2,1100.0,2.0,2.0,55.0
521,Arekere,2,900.0,2.0,3.0,50.0
522,Arekere,4,2710.0,6.0,2.0,142.0
523,Arekere,2,1240.0,2.0,2.0,60.0
524,Arekere,2,900.0,2.0,1.0,44.5
525,Attibele,1,450.0,1.0,1.0,11.0
526,Attibele,4,1600.0,4.0,0.0,52.8
527,Attibele,2,656.0,2.0,1.0,25.0
528,Attibele,1,400.0,1.0,1.0,11.0
529,Attibele,1,400.0,1.0,1.0,12.0
530,Attibele,1,400.0,1.0,1.0,14.0
531,Attibele,1,500.0,1.0,1.0,17.0
532,Attibele,4,2168.0,4.0,2.0,95.0
533,Attibele,1,395.0,1.0,1.0,10.25
534,Attibele,1,420.0,1.0,1.0,17.0
536,Attibele,1,418.0,1.0,1.0,12.0
537,Attibele,2,1200.0,2.0,2.0,42.0
538,Attibele,1,400.0,1.0,1.0,10.0
539,Attibele,2,695.0,1.0,1.0,25.0
540,Attibele,2,850.0,1.0,1.0,25.0
541,Attibele,3,2400.0,3.0,3.0,120.0
542,Attibele,1,450.0,1.0,1.0,12.5
546,Attibele,1,782.0,1.0,0.0,19.55
548,Attibele,2,656.0,2.0,1.0,25.0
549,Attibele,1,400.0,1.0,1.0,11.5
550,Attibele,1,460.0,1.0,1.0,13.0
551,Attibele,1,418.0,2.0,1.0,11.5
552,Attibele,2,1000.0,2.0,1.0,42.0
553,Attibele,1,550.0,1.0,1.0,11.5
555,Attibele,1,410.0,1.0,1.0,10.0
556,Attibele,3,1700.0,3.0,1.0,65.0
557,Attibele,1,400.0,1.0,1.0,10.25
558,Attibele,2,656.0,2.0,1.0,25.0
559,Attibele,3,1500.0,3.0,2.0,90.0
560,Attibele,1,520.0,1.0,1.0,15.0
561,BEML Layout,2,1060.0,2.0,1.0,55.0
563,BEML Layout,2,999.0,2.0,3.0,45.0
564,BEML Layout,5,2400.0,4.0,1.0,225.0
566,BEML Layout,2,1194.0,2.0,1.0,65.0
567,BEML Layout,2,1200.0,2.0,2.0,67.0
568,BEML Layout,2,2400.0,2.0,1.0,228.0
571,BEML Layout,2,1194.0,2.0,1.0,65.0
572,BTM 2nd Stage,3,1260.0,5.0,1.0,185.0
573,BTM 2nd Stage,2,950.0,2.0,1.0,52.0
574,BTM 2nd Stage,3,1850.0,3.0,1.0,170.0
575,BTM 2nd Stage,2,1200.0,2.0,2.0,80.0
576,BTM 2nd Stage,2,1274.0,2.0,2.0,70.0
578,BTM 2nd Stage,2,1070.0,2.0,1.0,48.0
579,BTM 2nd Stage,2,1280.0,2.0,2.0,80.0
580,BTM 2nd Stage,2,1100.0,2.0,2.0,70.0
581,BTM 2nd Stage,2,1000.0,2.0,2.0,58.0
582,BTM 2nd Stage,5,2990.0,5.0,3.0,416.0
583,BTM 2nd Stage,2,1265.0,2.0,2.0,55.0
584,BTM 2nd Stage,3,2200.0,3.0,3.0,220.0
585,BTM 2nd Stage,3,2780.0,4.0,1.0,325.0
586,BTM 2nd Stage,3,2400.0,2.0,0.0,360.0
587,BTM 2nd Stage,2,965.0,2.0,2.0,56.0
588,BTM 2nd Stage,2,1147.0,2.0,1.0,75.0
589,BTM 2nd Stage,3,1750.0,3.0,3.0,172.0
590,BTM 2nd Stage,2,1400.0,2.0,3.0,90.0
591,BTM 2nd Stage,2,1200.0,2.0,2.0,70.0
592,BTM 2nd Stage,2,1100.0,2.0,2.0,47.0
593,BTM 2nd Stage,2,930.0,2.0,2.0,46.0
595,BTM 2nd Stage,3,2500.0,3.0,2.0,345.0
596,BTM Layout,2,1150.0,2.0,2.0,63.0
597,BTM Layout,6,3300.0,6.0,3.0,165.0
598,BTM Layout,3,1450.0,2.0,2.0,81.0
599,BTM Layout,3,1776.0,2.0,3.0,75.0
600,BTM Layout,3,1458.0,3.0,2.0,79.0
601,BTM Layout,2,935.0,2.0,1.0,51.5
602,BTM Layout,2,1020.0,2.0,1.0,46.5
603,BTM Layout,3,1600.0,3.0,2.0,112.0
604,BTM Layout,3,1300.0,2.0,1.0,75.0
605,BTM Layout,3,1540.0,2.0,2.0,78.0
606,BTM Layout,1,450.0,1.0,1.0,20.0
607,BTM Layout,2,1196.0,2.0,2.0,56.81
608,BTM Layout,3,1470.0,2.0,2.0,99.0
611,Babusapalaya,3,1611.0,2.0,2.0,66.0
613,Babusapalaya,3,1675.0,3.0,3.0,75.0
614,Babusapalaya,2,1141.0,2.0,1.0,46.0
615,Babusapalaya,2,1500.0,2.0,2.0,57.0
617,Babusapalaya,2,1050.0,2.0,3.0,45.0
618,Babusapalaya,2,1141.0,2.0,1.0,45.9
620,Babusapalaya,3,1230.0,3.0,3.0,53.0
621,Babusapalaya,2,1105.0,2.0,1.0,40.0
622,Babusapalaya,3,1410.0,2.0,3.0,65.0
623,Babusapalaya,2,1450.0,2.0,1.0,55.99
624,Babusapalaya,2,1100.0,2.0,2.0,38.0
626,Babusapalaya,2,1061.0,2.0,1.0,33.84
627,Babusapalaya,2,1061.0,2.0,1.0,38.95
628,Babusapalaya,2,1061.0,2.0,1.0,34.0
629,Babusapalaya,2,1245.0,2.0,2.0,58.0
630,Badavala Nagar,3,1494.0,2.0,2.0,94.55
631,Badavala Nagar,2,1274.0,2.0,1.0,81.0
632,Badavala Nagar,3,1842.0,3.0,2.0,115.0
633,Badavala Nagar,3,1494.0,2.0,2.0,94.55
634,Badavala Nagar,2,1274.0,2.0,1.0,81.0
635,Badavala Nagar,3,1494.0,2.0,2.0,94.55
636,Badavala Nagar,3,1842.0,3.0,2.0,115.0
637,Badavala Nagar,3,1842.0,3.0,2.0,115.0
638,Badavala Nagar,3,1842.0,3.0,2.0,115.0
639,Balagere,2,1210.0,2.0,1.0,80.9
642,Balagere,2,1210.0,2.0,1.0,72.0
643,Balagere,2,1205.0,2.0,1.0,78.5
644,Balagere,1,790.5,1.0,0.0,41.9
647,Balagere,2,1007.0,2.0,1.0,65.0
648,Balagere,2,1205.0,2.0,1.0,70.0
649,Balagere,2,1210.0,2.0,1.0,74.0
650,Balagere,2,1210.0,2.0,1.0,83.0
651,Balagere,1,675.0,1.0,1.0,45.0
652,Balagere,1,656.0,1.0,1.0,43.0
654,Balagere,2,1012.0,2.0,1.0,64.0
655,Balagere,2,1007.0,2.0,1.0,62.0
656,Balagere,2,1007.0,2.0,1.0,67.0
657,Balagere,2,1007.0,2.0,1.0,66.0
660,Balagere,1,645.0,1.0,1.0,34.18
663,Balagere,1,790.5,1.0,0.0,42.295
664,Balagere,2,1012.0,2.0,1.0,65.0
665,Balagere,1,656.0,1.0,1.0,38.77
666,Balagere,1,645.0,1.0,1.0,39.0
667,Balagere,1,645.0,1.0,1.0,41.0
668,Balagere,2,1210.0,2.0,1.0,82.0
669,Balagere,1,661.0,1.0,1.0,33.0
670,Balagere,1,656.0,1.0,1.0,34.77
671,Balagere,2,1205.0,2.0,1.0,73.87
672,Balagere,2,1012.0,2.0,1.0,70.0
673,Balagere,2,1007.0,2.0,1.0,68.0
675,Balagere,2,1205.0,2.0,1.0,79.0
676,Balagere,2,1012.0,2.0,1.0,68.0
678,Banashankari,2,1077.0,2.0,2.0,37.64
679,Banashankari,3,1470.0,2.0,1.0,88.64
680,Banashankari,3,1300.0,2.0,2.0,75.0
681,Banashankari,3,1800.0,3.0,2.0,115.0
682,Banashankari,2,1125.0,2.0,1.0,63.0
684,Banashankari,2,1310.0,2.0,2.0,80.0
685,Banashankari,3,2600.0,4.0,1.0,135.0
686,Banashankari,3,1900.0,2.0,1.0,170.0
687,Banashankari,2,1260.0,2.0,3.0,75.0
688,Banashankari,2,1170.0,2.0,2.0,46.79
690,Banashankari,3,1350.0,2.0,0.0,83.0
692,Banashankari,2,1330.0,2.0,1.0,78.0
693,Banashankari,3,1400.0,2.0,1.0,78.0
694,Banashankari,3,1700.0,3.0,2.0,125.0
695,Banashankari,2,1020.0,2.0,2.0,40.79
696,Banashankari,2,1600.0,2.0,1.0,63.98
697,Banashankari,2,1041.0,2.0,1.0,36.44
698,Banashankari,1,2400.0,1.0,1.0,200.0
699,Banashankari,2,1390.0,2.0,2.0,86.0
700,Banashankari,2,1460.0,2.0,3.0,70.0
701,Banashankari,2,1200.0,2.0,1.0,60.0
702,Banashankari,2,1290.0,2.0,2.0,80.0
703,Banashankari,3,2582.0,5.0,2.0,250.0
704,Banashankari,2,1186.0,2.0,3.0,65.0
705,Banashankari,3,1650.0,3.0,2.0,101.0
707,Banashankari,2,1181.0,2.0,1.0,75.0
708,Banashankari,2,1105.0,2.0,2.0,90.0
709,Banashankari,1,720.0,1.0,1.0,60.0
710,Banashankari,2,1040.0,2.0,3.0,45.0
711,Banashankari,2,1330.0,2.0,2.0,77.0
712,Banashankari,2,1200.0,2.0,3.0,49.0
713,Banashankari,2,1185.0,2.0,2.0,67.0
714,Banashankari,2,1000.0,2.0,1.0,50.0
715,Banashankari,3,1650.0,3.0,2.0,90.75
716,Banashankari,3,1650.0,3.0,2.0,101.0
717,Banashankari,2,1310.0,2.0,2.0,80.43
718,Banashankari,2,600.0,1.0,0.0,27.0
719,Banashankari,2,1430.0,2.0,2.0,87.8
720,Banashankari,2,1020.0,2.0,1.0,42.83
722,Banashankari,3,1540.0,3.0,3.0,80.0
723,Banashankari,2,1195.0,2.0,1.0,35.84
724,Banashankari,3,1683.0,3.0,2.0,115.0
725,Banashankari,3,1800.0,3.0,2.0,125.0
726,Banashankari,2,1175.0,2.0,1.0,41.13
727,Banashankari,3,1750.0,2.0,2.0,89.0
728,Banashankari,3,1800.0,3.0,2.0,175.0
729,Banashankari,2,1450.0,2.0,2.0,50.75
730,Banashankari,3,1770.0,3.0,3.0,108.0
731,Banashankari,3,1800.0,3.0,2.0,125.0
734,Banashankari,3,1200.0,3.0,2.0,74.52
735,Banashankari,2,1100.0,2.0,1.0,63.0
736,Banashankari,2,1020.0,2.0,2.0,40.79
737,Banashankari,2,1260.0,2.0,3.0,75.0
739,Banashankari,3,1426.0,3.0,2.0,85.0
740,Banashankari Stage II,2,1700.0,2.0,2.0,150.0
741,Banashankari Stage II,4,1200.0,2.0,1.0,150.0
742,Banashankari Stage II,3,1500.0,2.0,1.0,120.0
743,Banashankari Stage II,5,2400.0,3.0,2.0,510.0
744,Banashankari Stage II,3,1240.0,2.0,2.0,59.52
745,Banashankari Stage II,2,1250.0,2.0,2.0,110.0
746,Banashankari Stage II,3,1260.0,2.0,1.0,95.0
747,Banashankari Stage II,3,2400.0,2.0,2.0,300.0
748,Banashankari Stage II,2,1400.0,2.0,1.0,100.0
749,Banashankari Stage II,5,2800.0,3.0,2.0,425.0
750,Banashankari Stage II,3,3000.0,3.0,2.0,450.0
751,Banashankari Stage II,3,1200.0,2.0,1.0,198.0
752,Banashankari Stage II,2,1245.0,2.0,1.0,125.0
753,Banashankari Stage III,3,1305.0,2.0,1.0,58.7
754,Banashankari Stage III,2,1145.0,2.0,3.0,58.4
755,Banashankari Stage III,3,1650.0,3.0,2.0,118.0
756,Banashankari Stage III,4,2400.0,4.0,1.0,240.0
757,Banashankari Stage III,3,1350.0,2.0,2.0,68.0
759,Banashankari Stage III,3,1305.0,2.0,1.0,59.0
760,Banashankari Stage III,3,1305.0,2.0,1.0,60.0
761,Banashankari Stage III,2,1200.0,2.0,0.0,42.0
762,Banashankari Stage III,3,1305.0,2.0,1.0,59.0
763,Banashankari Stage III,3,1480.0,3.0,1.0,75.48
764,Banashankari Stage III,3,1305.0,2.0,1.0,59.0
765,Banashankari Stage III,2,1304.0,2.0,0.0,111.0
766,Banashankari Stage III,6,3000.0,6.0,2.0,150.0
767,Banashankari Stage III,2,1085.0,2.0,1.0,50.0
768,Banashankari Stage III,3,1500.0,2.0,2.0,100.0
769,Banashankari Stage III,4,2100.0,3.0,1.0,147.0
770,Banashankari Stage III,3,1420.0,2.0,2.0,95.0
771,Banashankari Stage V,3,1300.0,2.0,1.0,58.5
772,Banashankari Stage V,3,1305.0,2.0,2.0,49.0
773,Banashankari Stage V,2,1035.0,2.0,2.0,35.77
774,Banashankari Stage V,3,1355.0,2.0,1.0,61.0
775,Banashankari Stage V,3,1510.0,3.0,3.0,47.57
776,Banashankari Stage V,3,1650.0,3.0,2.0,51.98
777,Banashankari Stage V,3,1630.0,3.0,2.0,51.35
778,Banashankari Stage V,3,1510.0,3.0,3.0,47.57
779,Banashankari Stage V,3,1315.0,2.0,2.0,49.0
780,Banashankari Stage V,3,1540.0,3.0,2.0,48.51
781,Banashankari Stage V,2,920.0,2.0,1.0,41.5
782,Banashankari Stage VI,2,1177.5,2.0,0.0,59.935
783,Banashankari Stage VI,4,4800.0,4.0,3.0,190.0
784,Banashankari Stage VI,4,2800.0,4.0,2.0,89.0
785,Banashankari Stage VI,4,2200.0,4.0,2.0,195.0
786,Banashankari Stage VI,2,1160.0,2.0,1.0,59.0
787,Banashankari Stage VI,2,1180.0,2.0,1.0,59.47
788,Banashankari Stage VI,3,1423.0,2.0,1.0,71.73
789,Banashankari Stage VI,3,1392.0,3.0,1.0,69.46
790,Banashankari Stage VI,3,1410.5,2.0,0.0,70.385
791,Banashankari Stage VI,4,4800.0,3.0,2.0,200.0
792,Banaswadi,2,1184.0,2.0,3.0,53.0
793,Banaswadi,2,1145.0,2.0,2.0,55.0
794,Banaswadi,2,1250.0,2.0,0.0,60.0
795,Banaswadi,2,1365.0,2.0,2.0,73.0
796,Banaswadi,5,1903.0,6.0,2.0,140.0
797,Banaswadi,2,1222.0,2.0,2.0,80.0
798,Banaswadi,2,870.0,2.0,2.0,38.0
799,Banaswadi,2,1200.0,2.0,3.0,60.0
801,Banaswadi,1,527.0,1.0,0.0,35.0
802,Banaswadi,2,1340.0,2.0,2.0,73.0
803,Banaswadi,2,1008.0,2.0,2.0,52.0
804,Banaswadi,2,1105.0,2.0,2.0,57.0
805,Banjara Layout,2,1200.0,2.0,2.0,70.0
806,Banjara Layout,2,1050.0,2.0,1.0,64.8
807,Banjara Layout,2,753.0,3.0,3.0,59.5
808,Banjara Layout,3,2500.0,4.0,0.0,140.0
809,Bannerghatta,4,3012.0,6.0,2.0,250.0
810,Bannerghatta,3,1665.0,3.0,3.0,110.0
811,Bannerghatta,3,2370.0,4.0,2.0,195.0
812,Bannerghatta,2,1100.0,2.0,1.0,66.0
813,Bannerghatta,4,2895.5,2.0,1.0,246.0
814,Bannerghatta,2,1113.0,2.0,1.0,70.0
815,Bannerghatta,2,1200.0,2.0,2.0,73.2
816,Bannerghatta,2,1070.0,2.0,1.0,87.0
817,Bannerghatta,3,1776.0,3.0,2.0,124.0
818,Bannerghatta,3,1776.0,3.0,2.0,150.0
819,Bannerghatta Road,1,500.0,1.0,1.0,18.5
820,Bannerghatta Road,2,1050.0,2.0,1.0,65.0
821,Bannerghatta Road,3,1170.0,2.0,1.0,66.0
822,Bannerghatta Road,1,595.0,1.0,1.0,33.32
823,Bannerghatta Road,3,1445.0,3.0,2.0,95.0
824,Bannerghatta Road,3,1640.0,2.0,1.0,120.0
826,Bannerghatta Road,3,1460.0,2.0,1.0,90.0
828,Bannerghatta Road,2,1179.0,2.0,1.0,66.02
829,Bannerghatta Road,2,1122.5,2.0,0.0,58.935
830,Bannerghatta Road,2,793.0,2.0,1.0,45.0
832,Bannerghatta Road,2,1400.0,2.0,2.0,78.0
834,Bannerghatta Road,2,1215.0,2.0,0.0,50.0
835,Bannerghatta Road,3,1654.0,3.0,2.0,100.0
836,Bannerghatta Road,2,1181.0,2.0,0.0,55.0
838,Bannerghatta Road,2,1200.0,2.0,2.0,75.0
840,Bannerghatta Road,1,595.0,1.0,1.0,31.83
841,Bannerghatta Road,2,1105.0,2.0,1.0,51.0
842,Bannerghatta Road,2,1255.0,2.0,2.0,65.26
844,Bannerghatta Road,3,1550.0,3.0,2.0,82.0
846,Bannerghatta Road,3,1650.0,3.0,2.0,122.0
847,Bannerghatta Road,2,912.0,2.0,1.0,55.0
848,Bannerghatta Road,2,1218.0,2.0,1.0,73.0
850,Bannerghatta Road,2,1115.0,2.0,1.0,65.12
852,Bannerghatta Road,3,1893.0,3.0,2.0,100.0
853,Bannerghatta Road,3,1600.0,3.0,2.0,95.0
854,Bannerghatta Road,2,1275.0,2.0,2.0,65.0
855,Bannerghatta Road,2,892.0,2.0,1.0,39.0
857,Bannerghatta Road,2,1260.0,2.0,2.0,70.0
859,Bannerghatta Road,2,1157.0,2.0,0.0,40.0
860,Bannerghatta Road,2,1150.0,2.0,2.0,65.0
862,Bannerghatta Road,2,1100.0,2.0,0.0,39.0
864,Bannerghatta Road,3,1725.0,3.0,0.0,110.0
865,Bannerghatta Road,6,1850.0,6.0,3.0,150.0
867,Bannerghatta Road,2,950.0,2.0,0.0,38.0
868,Bannerghatta Road,2,1220.0,2.0,1.0,80.0
869,Bannerghatta Road,2,1130.0,2.0,2.0,78.0
871,Bannerghatta Road,3,1486.0,3.0,1.0,83.22
873,Bannerghatta Road,2,1015.0,2.0,0.0,48.0
874,Bannerghatta Road,2,1115.0,2.0,1.0,61.0
875,Bannerghatta Road,2,1136.0,2.0,1.0,48.0
876,Bannerghatta Road,4,2700.0,4.0,3.0,260.0
877,Bannerghatta Road,3,1200.0,2.0,2.0,69.0
878,Bannerghatta Road,3,1465.0,2.0,1.0,76.0
879,Bannerghatta Road,2,1302.5,2.0,0.0,67.73
880,Bannerghatta Road,2,1200.0,2.0,2.0,65.0
881,Bannerghatta Road,2,1240.0,2.0,1.0,65.0
882,Bannerghatta Road,3,1476.0,3.0,1.0,125.0
884,Bannerghatta Road,3,1532.5,3.0,0.0,84.29
886,Bannerghatta Road,2,1268.0,2.0,1.0,69.0
887,Bannerghatta Road,3,1450.0,2.0,2.0,87.0
888,Bannerghatta Road,4,2932.0,5.0,2.0,195.0
891,Bannerghatta Road,2,960.0,2.0,3.0,58.0
892,Bannerghatta Road,3,1750.0,3.0,3.0,130.0
893,Bannerghatta Road,2,1275.0,2.0,1.0,73.0
895,Bannerghatta Road,2,1240.0,2.0,1.0,71.0
897,Bannerghatta Road,2,1215.0,2.0,1.0,68.0
898,Bannerghatta Road,2,1215.0,2.0,1.0,68.0
899,Bannerghatta Road,3,1894.0,3.0,1.0,115.0
901,Bannerghatta Road,3,1693.0,3.0,2.0,89.0
902,Bannerghatta Road,2,1280.0,2.0,2.0,60.16
904,Bannerghatta Road,1,630.0,1.0,2.0,35.0
905,Bannerghatta Road,2,1215.0,2.0,1.0,68.0
906,Bannerghatta Road,3,1365.0,3.0,1.0,76.18
907,Bannerghatta Road,2,1115.0,2.0,2.0,78.0
908,Bannerghatta Road,3,1532.5,3.0,0.0,79.465
910,Bannerghatta Road,3,1655.0,3.0,3.0,90.0
911,Bannerghatta Road,2,1247.0,2.0,1.0,47.39
912,Bannerghatta Road,2,1237.5,2.0,0.0,49.49
913,Bannerghatta Road,3,1650.0,3.0,1.0,94.0
914,Bannerghatta Road,2,905.0,2.0,1.0,65.0
915,Bannerghatta Road,2,1000.0,2.0,1.0,50.0
916,Bannerghatta Road,4,2185.0,3.0,3.0,120.0
917,Bannerghatta Road,2,1012.0,2.0,1.0,45.0
919,Bannerghatta Road,3,1460.0,2.0,2.0,80.0
920,Bannerghatta Road,2,1340.0,2.0,3.0,85.0
921,Bannerghatta Road,3,1711.0,3.0,2.0,125.0
922,Bannerghatta Road,3,1520.0,2.0,3.0,81.0
923,Bannerghatta Road,3,2826.0,3.0,1.0,148.0
924,Bannerghatta Road,2,1115.0,2.0,1.0,61.0
925,Bannerghatta Road,2,1154.0,2.0,2.0,47.0
926,Bannerghatta Road,2,1000.0,2.0,1.0,44.5
927,Bannerghatta Road,2,1250.0,2.0,0.0,48.0
928,Bannerghatta Road,3,1640.0,3.0,2.0,105.0
930,Bannerghatta Road,2,1012.0,2.0,1.0,44.0
931,Bannerghatta Road,3,1527.0,3.0,2.0,115.0
934,Bannerghatta Road,3,1550.0,3.0,2.0,96.0
935,Bannerghatta Road,2,1200.0,2.0,2.0,78.0
936,Bannerghatta Road,3,1885.0,3.0,1.0,125.0
938,Bannerghatta Road,3,1450.0,2.0,2.0,78.0
939,Bannerghatta Road,1,700.0,1.0,1.0,31.2
942,Bannerghatta Road,2,905.0,2.0,1.0,58.0
944,Bannerghatta Road,3,1920.0,3.0,3.0,122.0
945,Bannerghatta Road,4,2400.0,4.0,1.0,180.0
947,Bannerghatta Road,2,1270.0,2.0,2.0,45.0
948,Bannerghatta Road,3,1520.0,2.0,3.0,80.0
949,Bannerghatta Road,3,1270.0,2.0,1.0,73.0
950,Bannerghatta Road,3,1846.0,3.0,2.0,120.0
952,Bannerghatta Road,2,1122.5,2.0,0.0,61.74
953,Bannerghatta Road,3,1655.0,3.0,3.0,95.0
954,Bannerghatta Road,2,1206.0,2.0,3.0,53.0
955,Bannerghatta Road,2,1150.0,2.0,2.0,55.0
956,Bannerghatta Road,2,1215.0,2.0,1.0,65.0
957,Bannerghatta Road,3,1510.0,2.0,3.0,110.0
958,Bannerghatta Road,2,1022.0,2.0,1.0,35.0
959,Bannerghatta Road,2,1246.0,2.0,2.0,47.35
960,Bannerghatta Road,3,1470.0,2.0,1.0,85.0
961,Bannerghatta Road,2,1160.0,2.0,2.0,45.0
962,Bannerghatta Road,2,970.0,2.0,1.0,57.0
963,Bannerghatta Road,3,1527.0,3.0,1.0,142.0
967,Basavangudi,3,2150.0,3.0,2.0,265.0
968,Basavangudi,2,1036.0,2.0,2.0,105.0
969,Basavangudi,4,2600.0,4.0,3.0,260.0
970,Basavangudi,3,1600.0,2.0,2.0,160.0
971,Basavangudi,2,1560.0,2.0,2.0,145.0
973,Basavangudi,3,1800.0,3.0,2.0,195.0
974,Basavangudi,2,1100.0,2.0,3.0,93.0
975,Basavangudi,1,670.0,1.0,1.0,50.0
976,Basavangudi,2,1050.0,2.0,1.0,103.0
979,Basavangudi,2,1180.0,2.0,3.0,124.0
981,Basavangudi,2,1200.0,2.0,3.0,120.0
983,Basavangudi,4,2453.0,3.0,2.0,250.0
985,Basaveshwara Nagar,5,4500.0,5.0,1.0,415.0
986,Basaveshwara Nagar,3,1865.0,3.0,3.0,145.0
987,Basaveshwara Nagar,2,1200.0,2.0,0.0,90.0
988,Basaveshwara Nagar,5,2400.0,4.0,1.0,310.0
989,Basaveshwara Nagar,2,1200.0,2.0,2.0,80.0
990,Basaveshwara Nagar,2,900.0,2.0,1.0,60.0
991,Basaveshwara Nagar,3,1900.0,3.0,3.0,150.0
992,Basaveshwara Nagar,2,1200.0,2.0,2.0,85.0
993,Basaveshwara Nagar,2,1200.0,2.0,1.0,70.0
994,Battarahalli,2,1200.0,2.0,1.0,65.0
995,Battarahalli,3,1779.0,3.0,2.0,89.61
996,Battarahalli,2,1300.0,2.0,1.0,50.0
997,Battarahalli,3,1945.0,3.0,2.0,97.42
998,Battarahalli,3,1777.0,3.0,2.0,100.0
999,Battarahalli,2,1135.0,2.0,3.0,43.0
1000,Battarahalli,2,1276.0,2.0,2.0,45.0
1001,Battarahalli,3,1880.0,3.0,2.0,94.36
1002,Battarahalli,2,1071.0,2.0,1.0,62.0
1003,Battarahalli,2,1165.0,2.0,1.0,43.0
1004,Battarahalli,2,1636.0,2.0,2.0,82.89
1005,Battarahalli,3,1779.0,3.0,2.0,90.0
1007,Battarahalli,2,1090.0,2.0,2.0,38.37
1008,Battarahalli,3,2082.0,3.0,2.0,104.0
1009,Battarahalli,3,2024.0,3.0,2.0,103.0
1010,Battarahalli,2,1097.0,2.0,1.0,49.0
1012,Begur,3,1419.0,2.0,2.0,59.0
1013,Begur,3,1580.0,3.0,2.0,75.0
1014,Begur,3,1559.0,3.0,2.0,63.0
1015,Begur,3,1445.0,2.0,2.0,47.1
1016,Begur,3,1475.0,2.0,2.0,74.0
1017,Begur,3,3500.0,4.0,2.0,185.0
1018,Begur,2,1100.0,2.0,2.0,55.0
1019,Begur,2,1306.0,2.0,3.0,65.0
1020,Begur,3,1304.0,3.0,0.0,65.0
1021,Begur,3,1411.0,2.0,2.0,60.0
1022,Begur,2,815.0,2.0,1.0,40.0
1023,Begur,3,1443.0,2.0,2.0,70.0
1024,Begur Road,2,1200.0,2.0,2.0,44.0
1025,Begur Road,2,1200.0,2.0,2.0,46.8
1026,Begur Road,2,1160.0,2.0,2.0,44.0
1027,Begur Road,3,1584.0,3.0,2.0,65.0
1029,Begur Road,3,1615.0,3.0,2.0,59.76
1030,Begur Road,2,1200.0,2.0,2.0,43.2
1031,Begur Road,2,1160.0,2.0,2.0,44.08
1032,Begur Road,2,1200.0,2.0,2.0,45.0
1033,Begur Road,3,1615.0,3.0,2.0,60.0
1034,Begur Road,3,1410.0,2.0,3.0,53.0
1035,Begur Road,2,1200.0,2.0,2.0,37.8
1036,Begur Road,2,1160.0,2.0,2.0,40.59
1037,Begur Road,2,1260.0,2.0,2.0,46.62
1038,Begur Road,3,1600.0,3.0,2.0,58.14
1040,Begur Road,3,1500.0,2.0,3.0,70.0
1041,Begur Road,2,1160.0,2.0,2.0,42.0
1042,Begur Road,2,1240.0,2.0,2.0,39.06
1043,Begur Road,2,1200.0,2.0,2.0,45.0
1044,Begur Road,3,1500.0,2.0,3.0,55.0
1045,Begur Road,3,1410.0,2.0,3.0,52.17
1047,Begur Road,3,1583.0,3.0,1.0,74.4
1048,Begur Road,2,1170.0,2.0,2.0,46.0
1049,Begur Road,2,1160.0,2.0,2.0,42.92
1050,Begur Road,3,1410.0,2.0,3.0,52.17
1052,Begur Road,3,1565.0,2.0,2.0,59.76
1053,Begur Road,2,1160.0,2.0,2.0,42.0
1055,Begur Road,3,1410.0,2.0,3.0,53.58
1056,Begur Road,2,1200.0,2.0,2.0,45.0
1057,Begur Road,2,1200.0,2.0,2.0,42.6
1058,Begur Road,2,1160.0,2.0,2.0,42.0
1059,Begur Road,2,1334.0,2.0,3.0,42.69
1060,Begur Road,3,1565.0,2.0,2.0,57.91
1061,Begur Road,2,1200.0,2.0,2.0,45.6
1062,Begur Road,2,1215.0,2.0,2.0,43.13
1063,Begur Road,2,1160.0,2.0,2.0,36.54
1065,Begur Road,2,1200.0,2.0,2.0,44.4
1067,Begur Road,2,1260.0,2.0,1.0,39.69
1068,Begur Road,4,2464.5,6.0,0.0,118.0
1069,Begur Road,2,1160.0,2.0,2.0,44.0
1071,Begur Road,2,952.0,2.0,1.0,42.0
1074,Begur Road,2,1200.0,2.0,2.0,42.0
1075,Begur Road,2,1240.0,2.0,2.0,45.88
1076,Begur Road,3,1200.0,3.0,0.0,50.0
1078,Begur Road,2,1200.0,2.0,2.0,44.0
1080,Begur Road,2,1100.0,2.0,2.0,42.6
1081,Begur Road,3,1565.0,2.0,2.0,57.91
1082,Begur Road,2,1200.0,2.0,2.0,44.4
1083,Begur Road,2,1160.0,2.0,2.0,36.54
1084,Begur Road,2,1215.0,2.0,1.0,43.75
1085,Begur Road,2,1200.0,2.0,2.0,44.73
1086,Begur Road,2,1160.0,2.0,2.0,42.0
1087,Begur Road,3,1410.0,2.0,3.0,54.99
1088,Bellandur,3,1767.0,3.0,1.0,103.0
1089,Bellandur,2,1205.0,2.0,3.0,66.0
1090,Bellandur,2,1250.0,2.0,1.0,76.0
1091,Bellandur,2,1000.0,2.0,2.0,50.0
1092,Bellandur,2,1281.0,2.0,1.0,74.0
1093,Bellandur,2,921.0,2.0,2.0,40.0
